,title,title-length,article,article-length,category,source
1290,Kennedy calls for Iraq exit plans,6,"['toni', 'blair', 'set', 'proper', 'exit', 'strategi', 'iraq', 'wake', ""sunday'"", 'elect', 'countri', 'lib', 'dem', 'leader', 'charl', 'kennedi', 'ha', 'speech', 'focus', 'issu', 'aris', 're-elect', 'georg', 'bush', 'mr', 'kennedi', 'iraq', 'becom', 'crucibl', 'milit', 'terror', 'want', 'phase', 'withdraw', 'uk', 'troop', 'soon', 'situat', 'allow', 'london', 'ani', 'exit', 'strategi', 'augment', 'support', 'democrat', 'process', 'opinion', 'mere', 'presenc', 'british', 'american', 'troop', 'iraq', 'feed', 'insurg', 'truth', 'especi', 'initi', 'mistak', 'heavy-handed', 'oper', 'fallujah', 'well-publicis', 'instanc', 'abus', 'hand', 'coalit', 'forc', 'mr', 'kennedi', 'point', 'netherland', 'portug', 'czech', 'republ', 'troop', 'oper', 'southern', 'sector', 'iraq', 'announc', 'immin', 'withdraw', 'regardless', 'situat', 'ground', 'accus', 'mr', ""blair'"", 'govern', 'straightforward', 'plan', 'week', 'prime', 'minist', 'make', 'statement', 'regard', 'elect', 'iraq', 'mr', 'kennedi', 'dure', 'hi', 'citi', 'london', 'speech', 'set', 'proper', 'exit', 'strategi', 'includ', 'phase', 'withdraw', 'british', 'troop', 'secur', 'situat', 'allow', 'mr', 'kennedi', 'argu', 'british', 'troop', 'deploy', 'iraq', 'replac', 'forc', 'countri', 'especi', 'islam', 'countri']",253,politics,bbc-data/politics/093.txt
1291,Asylum children to face returns,5,"['uk', 'govern', 'plan', 'return', 'asylum', 'seeker', 'children', 'parent', 'albania', 'trial', 'scheme', 'start', 'week', 'extend', 'appli', 'children', 'countri', ""children'"", 'chariti', 'react', 'alarm', 'polici', 'forcibl', 'remov', 'guarante', 'safeti', 'affect', 'home', 'offic', ""children'"", 'best', 'reunit', 'commun', 'pilot', 'includ', ""government'"", 'five-year', 'immigr', 'plan', 'aim', 'return', 'unaccompani', 'asylum-seek', 'children', 'albania', 'fail', 'asylum', 'claim', 'sinc', 'arriv', 'uk', 'seek', 'asylum', 'famili', 'member', 'children', 'automat', 'becom', 'respons', 'social', 'servic', 'minist', 'held', 'final', 'remov', 'order', 'unaccompani', 'children', 'legal', 'adult', 'dozen', 'albanian-born', 'teenag', 'thought', 'identifi', 'return', 'accord', 'sourc', 'public', 'confirm', 'number', 'select', 'return', 'famili', 'trace', 'place', 'care', 'albanian', 'author', 'separ', 'negoti', 'establish', 'famili', 'trace', 'return', 'scheme', 'believ', 'underway', 'anoth', 'countri', 'children', 'act', 'public', 'bodi', 'duti', 'act', 'best', 'child', 'care', 'laura', 'brownle', 'save', 'children', 'grave', 'concern', 'becaus', 'well-docu', 'traffick', 'children', 'crime', 'prostitut', 'albania', 'children', 'return', 'proper', 'assess', 'decis', 'case', 'case', 'basi', 'think', 'structur', 'place', 'receiv', 'return', 'children', 'albania', 'decis', 'best', 'child', 'forc', 'remov', 'becaus', 'child', 'ani', 'choic', 'final', 'decis', 'five-year', 'immigr', 'plan', 'announc', 'tuesday', 'govern', 'wa', 'address', 'difficult', 'issu', 'return', 'unaccompani', 'asylum', 'seek', 'children', 'spokesman', 'home', 'offic', 'wa', 'wholli', 'wrong', 'suggest', 'plan', 'wa', 'return', 'children', 'leav', 'rot', 'develop', 'return', 'programm', 'unaccompani', 'asylum-seek', 'children', 'asylum', 'humanitarian', 'protect', 'claim', 'refus', 'spokesman', 'explor', 'establish', 'recept', 'longer-term', 'care', 'arrang', 'countri', 'origin', 'believ', 'possibl', 'return', 'children', 'way', 'best', 'safe', 'sustain', 'believ', 'right', ""children'"", 'legisl', 'children', 'return', 'remain', 'uk', 'indefinit', 'separ', 'famili', 'commun', 'spokesman', 'stress', 'uk', 'abid', 'intern', 'human', 'right', 'oblig', 'onli', 'children', 'provid', 'care', 'plan', 'reintegr', 'packag', 'return', 'andrew', 'hogg', 'spokesman', 'medic', 'foundat', 'care', 'victim', 'tortur', 'minist', 'far', 'fail', 'reassur', 'agenc', 'far', 'known', 'strongli', 'oppos', 'scheme', 'becaus', 'welfar', 'best', 'child', 'properli', 'taken', 'account', 'mr', 'hogg', 'albania', 'particularli', 'statutori', 'child', 'care', 'protect', 'structur', 'medic', 'foundat', 'ha', 'mani', 'seriou', 'concern', 'includ', 'assess', 'process', 'suitabl', 'return', 'degrad', 'best', 'child', 'principl', 'child', 'welfar', 'lack', 'safeguard', 'chosen', 'countri', 'spokesman', 'albanian', 'embassi', 'london', 'wa', 'heard', 'scheme', 'did', 'rule', 'agreement', 'countri']",636,politics,bbc-data/politics/078.txt
1292,MPs quiz aides over royal income,6,"['senior', 'offici', 'bodi', 'gener', 'privat', 'incom', 'queen', 'princ', 'wale', 'question', 'mp', 'aid', 'duchi', 'lancast', 'duchi', 'cornwal', 'appear', 'befor', 'common', 'public', 'account', 'committe', 'ha', 'report', 'question', 'princ', 'charl', 'spend', 'camilla', 'parker', 'bowl', 'correspond', 'peter', 'hunt', 'respons', 'money', 'spent', 'unabl', 'answer', 'duchi', 'offici', 'appear', 'befor', 'committe', 'monday', 'onli', 'respons', 'gener', 'money', 'duchi', 'lancast', 'provid', ""queen'"", 'privat', 'incom', 'duchi', 'cornwal', 'provid', 'princ', 'charl', 'annual', 'incom', 'duchi', 'cornwal', ',-', 'acr', 'estat', 'counti', 'includ', 'residenti', 'properti', 'shop', 'offic', 'stock', 'share', 'wa', 'set', 'king', 'edward', 'iii', 'provid', 'incom', 'success', 'heir', 'throne', 'cover', 'cost', ""prince'"", 'public', 'privat', 'life', 'charl', 'william', 'harri', 'receiv', 'taxpay', 'money', 'civil', 'list', 'howev', 'princ', 'wale', 'did', 'receiv', 'govern', 'depart', 'grants-in-aid', 'duchi', 'year', 'gener', 'princ', 'ha', 'voluntarili', 'paid', 'incom', 'tax', 'current', 'sinc']",213,politics,bbc-data/politics/044.txt
1293,Scots smoking ban details set out,6,"['smoke-fre', 'area', 'save', 'live', 'improv', ""scotland'"", 'health', 'minist', 'jack', 'mcconnel', 'ha', 'insist', 'told', 'scottish', 'parliament', 'wednesday', 'comprehens', 'ban', 'smoke', 'public', 'place', 'introduc', 'spring', 'mr', 'mcconnel', ""country'"", 'health', 'rate', 'lament', 'becaus', 'smoke', 'fine', 'levi', 'employ', 'licenc', 'remov', 'non-compli', 'earlier', 'scottish', 'execut', 'consid', 'rang', 'option', 'agre', 'unanim', 'introduc', 'all-out', 'ban', 'smoke', 'public', 'place', 'statement', 'parliament', 'mr', 'mcconnel', 'licens', 'trade', 'ask', 'join', 'expert', 'committe', 'prior', 'ban', 'come', 'forc', 'health', 'argument', 'far', 'outweigh', 'linger', 'public', 'disquiet', 'complet', 'ban', 'claim', 'licens', 'trade', 'job', 'lost', 'told', 'msp', 'intern', 'market', 'campaign', 'wherebi', 'tourist', 'enjoy', 'smoke', 'free', 'environ', 'sick', 'man', 'europ', 'imag', 'becom', 'thing', 'past', 'nation', 'habit', 'hold', 'time', 'ha', 'come', 'thi', 'parliament', 'acceler', 'improv', 'health', 'declar', 'health', 'rate', 'lament', 'becaus', 'lack', 'exercis', 'drug', 'abus', 'excess', 'drink', 'over-', 'make', 'unhealthi', 'countri', 'europ', 'mani', 'smoke', 'clear', 'scotland', 'held', 'poor', 'public', 'health', 'singl', 'biggest', 'contribut', 'devolv', 'govern', 'make', 'reduc', 'toll', 'prevent', 'death', 'caus', 'smoke', 'legisl', 'introduc', 'health', 'servic', 'miscellan', 'provis', 'consid', 'parliament', 'befor', 'christma', 'main', 'point', 'plan', 'comprehens', 'ban', 'smoke', 'enclos', 'public', 'place', 'scotland', 'legisl', 'enforc', 'environment', 'health', 'local', 'licens', 'offic', 'license', 'employ', 'fail', 'enforc', 'law', 'face', 'fine', 'maximum', 'license', 'persist', 'refus', 'compli', 'law', 'face', 'ultim', 'sanction', 'lose', 'liquor', 'licenc', 'issu', 'fix', 'penalti', 'notic', 'individu', 'break', 'law', 'examin', 'individu', 'persist', 'break', 'law', 'face', 'maximum', 'fine', 'mr', 'mcconnel', 'claim', 'wa', 'evid', 'smoke', 'ban', 'help', 'smoker', 'quicker', 'smoke', 'fall', 'cigarett', 'sale', 'new', 'york', 'ireland', 'mr', 'mcconnel', 'near', 'cent', 'rise', 'tax', 'revenu', 'new', 'york', 'bar', 'restaur', 'ireland', 'onli', 'point', 'cent', 'volum', 'sale', 'fall', 'declin', 'befor', 'ban', 'afternoon', 'announc', 'follow', 'cabinet', 'meet', 'wednesday', 'morn', 'won', 'broad', 'support', 'opposit', 'parti', 'scottish', 'nation', ""party'"", 'holyrood', 'leader', 'nicola', 'sturgeon', 'welcom', 'public', 'consult', 'clock', 'tick', 'ban', 'date', 'time', 'ha', 'come', 'ban', 'smoke', 'public', 'place', 'evid', 'ban', 'cut', 'death', 'passiv', 'smoke', 'make', 'easier', 'smoker', 'desper', 'want', 'habit', 'recognis', 'peopl', 'concern', 'reserv', 'peopl', 'persuad', 'scottish', 'conserv', 'parti', 'leader', 'david', 'mcletchi', 'question', 'exempt', 'ban', 'wa', 'keen', 'know', 'inmat', 'scottish', 'prison', 'continu', 'allow', 'smoke', 'mr', 'mcletchi', 'ask', 'iron', 'perhap', 'entir', 'typic', ""minister'"", 'brave', 'new', 'scotland', 'crimin', 'smoker', 'smoker', 'becom', 'crimin', 'scottish', 'green', ""party'"", 'health', 'spokeswoman', 'eleanor', 'scott', 'wa', 'pleas', 'scotland', 'follow', 'success', 'stori', 'new', 'york', 'ireland', 'believ', 'major', 'peopl', 'scotland', 'want', 'breath', 'harm', 'tobacco', 'smoke']",695,politics,bbc-data/politics/050.txt
1294,Bid to cut court witness stress,6,"['new', 'target', 'reduc', 'stress', 'victim', 'wit', 'evid', 'court', 'england', 'wale', 'announc', 'lord', 'chancellor', 'lord', 'falcon', 'want', 'crown', 'court', 'magistr', 'court', 'facil', 'wit', 'separ', 'defend', 'year', 'video', 'link', 'avail', 'wit', 'enter', 'courtroom', 'five-year', 'plan', 'help', 'build', 'confid', 'justic', 'minist', 'strategi', 'aim', 're-balanc', 'court', 'victim', 'increas', 'number', 'offend', 'brought', 'justic', 'launch', 'depart', 'constitut', 'affair', 'plan', 'lord', 'falcon', 'prioriti', 'better', 'deal', 'victim', 'need', 'safeti', 'victim', 'heart', 'way', 'trial', 'manag', 'court', 'judg', 'magistr', 'prosecutor', 'polic', 'victim', 'support', 'work', 'togeth', 'ensur', 'right', 'victim', 'compromis', 'right', 'defend', 'went', 'evid', 'nerve-wrack', 'experi', 'especi', 'victim', 'support', 'lord', 'falcon', 'told', 'radio', 'today', 'programm', 'wa', 'imposs', 'elderli', 'peopl', 'court', 'evid', 'wit', 'intimid', 'sit', 'alongsid', 'defend', 'outsid', 'court', 'rid', 'element', 'trauma', 'evid', 'make', 'peopl', 'believ', 'court', 'understand', 'problem', 'kind', 'alien', 'place', 'think', 'plan', 'come', 'lord', 'chancellor', 'consid', 'allow', 'camera', 'court', 'time', 'sinc', 'long', 'use', 'case', 'did', 'involv', 'wit', 'anoth', 'featur', 'strategi', 'constitut', 'reform', 'govern', 'set', 'suprem', 'court', 'judici', 'appoint', 'commiss', 'return', 'hous', 'lord', 'tuesday', 'minist', 'propos', 'rid', 'titl', 'lord', 'chancellor', 'lord', 'over-rul', 'thi', 'lord', 'falcon', 'wa', 'right', 'highest', 'court', 'complet', 'distinct', 'parliament', 'person', 'charg', 'court', 'speaker', 'hous', 'lord', 'best', 'person', 'chosen', 'hous', 'parliament', 'did', 'wa', 'critic', 'issu']",416,politics,bbc-data/politics/118.txt
1295,Blair told to double overseas aid,6,"['toni', 'blair', 'urg', 'use', 'hi', 'negoti', 'power', 'end', 'poor', 'countri', 'debt', 'doubl', 'aid', 'million', 'children', 'die', 'needlessli', 'befor', 'aid', 'budget', 'half', 'level', 'oxfam', 'report', 'pay', 'price', 'come', 'prime', 'minist', 'prepar', 'assum', 'presid', 'industrialis', 'nation', 'rich', 'countri', 'richer', 'thi', 'scandal', 'stop', ""oxfam'"", 'barbara', 'stock', ""world'"", 'poorest', 'children', 'pay', 'rich', 'countri', 'polici', 'aid', 'debt', 'live', 'offer', 'chanc', 'histor', 'breakthrough', 'unless', 'world', 'leader', 'act', 'year', 'end', 'shame', 'failur', ""charity'"", 'director', 'report', 'rich', 'countri', 'provid', 'aid', 'help', 'end', 'global', 'poverti', 'oblig', 'matter', 'justic', 'act', 'chariti', 'point', 'industrialis', 'nation', 'agre', 'spend', 'incom', 'aid', 'year', 'later', 'organis', 'member', 'reach', 'thi', 'target', 'mani', 'set', 'timet', 'report', 'argu', 'price', 'invest', 'poor', 'countri', 'sustain', 'develop', 'felt', 'world', 'report', 'global', 'poverti', 'threaten', 'share', 'prosper', 'secur', 'environment', 'crise', 'natur', 'disast', 'diseas', 'drug', 'traffick', 'know', 'nation', 'border', 'poverti', 'heighten', 'likelihood', 'conflict', 'unrest', 'new', 'threat', 'peac', 'secur', 'rich', 'nation', 'aris', 'poverti', 'gross', 'inequ', 'crimin', 'terrorist', 'network', 'oper', 'state', 'institut', 'weak', 'prime', 'minist', 'chancellor', 'gordon', 'brown', 'urgent', 'action', 'fight', 'world', 'poverti', 'mr', 'blair', 'ha', 'describ', 'africa', 'scar', ""world'"", 'conscienc', 'ha', 'alreadi', 'tackl', 'world', 'poverti', 'hi', 'prioriti', 'climat', 'chang', 'aid', 'epidem', 'mr', 'brown', 'ha', 'pledg', 'write', 'debt', 'owe', 'britain', ""world'"", 'poor', 'nation', 'spokeswoman', 'depart', 'intern', 'develop', 'govern', 'clear', 'commit', 'reach', 'gross', 'nation', 'incom', 'oversea', 'develop', 'aid', ""britain'"", 'propos', 'intern', 'financ', 'facil', 'adopt', 'object', 'achiev', 'earlier', 'addit', 'resourc', 'use', 'increas', 'uk', 'bilater', 'aid', 'africa', 'bn', 'year', 'spend', 'bn', 'hiv', 'aid', 'relat', 'work', 'year']",429,politics,bbc-data/politics/130.txt
1296,Wales 'must learn health lessons',5,"['new', 'health', 'minist', 'wale', 'lesson', 'learn', 'england', 'tackl', 'wait', 'list', 'dr', 'brian', 'gibbon', 'hi', 'day', 'job', 'jane', 'hutt', 'wa', 'sack', 'admit', 'big', 'challeng', 'insist', 'essenti', 'place', 'plaid', 'cymru', 'liber', 'democrat', 'dr', 'gibbon', 'need', 'chang', 'polici', 'meanwhil', 'ms', 'hutt', 'defend', 'record', 'wait', 'time', 'list', 'onli', 'health', 'agenda', 'dr', 'gibbon', 'wa', 'gp', 'blaengwynfi', 'upper', 'afan', 'valley', 'befor', 'becom', 'aberavon', 'nh', 'staff', 'want', 'period', 'consolid', 'tremend', 'chang', 'reform', 'biggest', 'problem', 'face', 'ms', 'hutt', 'dure', 'five-and-a-half', 'year', ""assembly'"", 'health', 'minist', 'wa', 'length', 'wait', 'list', 'wale', 'novemb', 'british', 'medic', 'associ', 'nh', 'staff', 'weep', 'despair', 'figur', 'peopl', 'wait', 'treatment', 'wale', 'previou', 'month', 'month', 'list', 'england', 'lowest', 'year', 'peopl', 'wait', 'treatment', 'dr', 'gibbon', 'told', 'radio', 'wale', 'doubt', 'manag', 'wait', 'list', 'england', 'ha', 'lot', 'veri', 'veri', 'use', 'work', 'need', 'learn', 'nh', 'wale', 'need', 'creat', 'healthier', 'popul', 'respond', 'onli', 'ill', 'health', 'balanc', 'view', 'prioriti', 'wa', 'import', 'need', 'consist', 'across-the-board', 'approach', 'recognis', 'patient', 'experi', 'use', 'servic', 'end', 'day', 'main', 'test', 'servic', 'work', 'nh', 'staff', 'want', 'period', 'consolid', 'tremend', 'chang', 'reform', 'later', 'dr', 'gibbon', 'prais', 'work', 'ms', 'hutt', 'agre', 'everyth', 'chang', 'health', 'servic', 'wale', 'dr', 'gibbon', 'accept', 'wa', 'problem', 'hi', 'job', 'wa', 'build', 'foundat', 'place', 'hi', 'predecessor', 'acknowledg', 'wait', 'list', 'issu', 'wa', 'sort', 'rest', 'assembl', ""government'"", 'health', 'polici', 'overshadow', 'opposit', 'member', 'labour', 'mp', 'long', 'ms', ""hutt'"", 'remov', 'sustain', 'critic', 'extend', 'hospit', 'wait', 'time', 'minist', 'rhodri', 'morgan', 'told', 'wale', 'agre', 'ms', 'hutt', 'health', 'minist', 'run-up', 'elect', 'job', 'year', 'month', 'apart', 'nye', 'bevan', 'architect', 'nh', 'think', 'anybodi', 'ha', 'job', 'long', 'mr', 'morgan', 'onli', 'told', 'ms', 'hutt', 'reshuffl', 'monday', 'morn', 'nh', 'wale', 'wa', 'dr', 'gibbon', 'babi', 'respons', 'dr', 'gibbon', 'comment', 'ieuan', 'wyn', 'jone', 'leader', 'plaid', 'cymru', 'group', 'assembl', 'appar', 'thi', 'reshuffl', 'minist', 'wa', 'just', 'chang', 'deckchair', 'sink', 'titan', 'kisrti', 'william', 'lib', 'dem', 'underli', 'polici', 'continu', 'chang', 'minist', 'serv', 'purpos', 'deflect', 'flak', ""labour'"", 'mp', 'meanwhil', 'ms', 'hutt', 'hope', 'peopl', 'wale', 'benefit', 'invest', 'past', 'year', 'month', 'ask', 'wait', 'list', 'wait', 'time', 'list', 'onli', 'health', 'agenda', 'welsh', 'assembl', 'govern', 'turn', 'corner', 'issu']",604,politics,bbc-data/politics/124.txt
1297,Milburn defends poster campaign,4,"[""labour'"", 'elect', 'chief', 'alan', 'milburn', 'ha', 'defend', 'hi', ""party'"", 'campaign', 'poster', 'amid', 'tori', 'claim', 'noth', 'short', 'sli', 'anti-semit', 'mr', 'milburn', 'appreci', ""people'"", 'concern', 'insist', 'wa', 'anti-tori', 'ani', 'way', 'shape', 'form', 'anti-semit', 'wa', 'respond', 'tori', 'spokesman', 'julian', 'lewi', 'wider', 'trend', 'smear', 'parti', 'labour', 'ha', 'withdrawn', 'controversi', 'poster', 'launch', 'new', 'design', 'row', 'wa', 'spark', 'parti', 'publish', 'poster', 'appear', 'depict', 'michael', 'howard', 'jewish', 'fagin', 'fli', 'pig', 'amid', 'claim', 'anti-semit', 'poster', 'label', 'big', 'misjudg', 'conserv', ""labour'"", 'shot', 'elect', 'ha', 'badli', 'backfir', 'poster', 'seri', 'idea', 'shown', 'labour', 'member', 'ask', 'vote', 'favourit', 'labour', 'ha', 'taken', 'websit', 'member', 'prefer', 'poster', ""party'"", 'new', 'design', 'launch', 'tuesday', 'steer', 'clear', 'fagin', 'fli', 'pig', 'imag', 'make', 'clear', 'labour', 'stick', 'strategi', 'target', 'tori', 'leader', 'person', 'remind', 'hi', 'record', 'offic', 'poster', 'seri', 'idea', 'shown', 'labour', 'member', 'ask', 'choos', 'use', 'ahead', 'elect', 'common', 'tori', 'spokesman', 'mr', 'lewi', 'suggest', 'poster', 'wider', 'trend', 'remind', 'mp', 'labour', 'chairman', 'ian', 'mccartney', 'year', 'describ', 'shadow', 'chancellor', 'oliv', 'letwin', 'st', 'centuri', 'fagin', 'given', 'outrag', 'smear', 'caus', 'thought', 'anyth', 'fact', 'reviv', 'poster', 'advertis', 'wa', 'noth', 'noth', 'calcul', 'campaign', 'sli', 'anti-semit', 'mr', 'milburn', 'repli', 'anti-semit', 'wa', 'anti-tori', 'make', 'apolog', 'make', 'clear', 'british', 'public', 'exactli', 'conserv', 'plan', 'mean', 'fulli', 'understand', 'inde', 'respect', 'view', 'concern', 'ani', 'poster', 'design', 'appear', 'labour', 'parti', 'websit', 'fagin', 'pig', 'fli', 'poster', 'taken', ""labour'"", 'websit', 'monday', 'support', 'vote', 'favourit', 'poster', 'featur', 'mr', 'howard', 'shadow', 'chancellor', 'oliv', 'letwin', 'hold', 'blackboard', 'read', 'labour', 'spokesman', 'later', 'remov', ""party'"", 'websit', 'wa', 'affect', 'row']",419,politics,bbc-data/politics/332.txt
1298,Prime minister's questions,3,"['anyon', 'play', 'polit', 'secur', 'nation', 'michael', 'howard', 'ha', 'doubt', 'prime', 'minist', 'claim', 'ram', 'parliament', 'controversi', 'new', 'anti-terror', 'measur', 'proper', 'debat', 'tori', 'believ', 'prime', 'minist', 'play', 'fear', 'card', 'thi', 'look', 'tough', 'run', 'gener', 'elect', 'believ', 'toni', 'blair', 'use', 'issu', 'suggest', 'tori', 'soft', 'terror', 'whi', 'earth', 'prime', 'minist', 'simpli', 'tori', 'offer', 'extend', 'exist', 'power', 'temporarili', 'allow', 'proper', 'parliamentari', 'debat', 'law', 'demand', 'prime', 'minist', 'claim', 'thi', 'clearest', 'indic', 'tori', 'play', 'polit', 'issu', 'attempt', 'score', 'cheap', 'polit', 'point', 'parliament', 'opposit', 'propos', 'law', 'principl', 'case', 'delay', 'decis', 'debat', 'pointless', 'thi', 'realli', 'believ', 'mr', 'blair', 'tori', 'spot', 'opportun', 'embarrass', 'mayb', 'defeat', 'govern', 'import', 'nation', 'secur', 'liber', 'democrat', 'leader', 'charl', 'kennedi', 'avoid', 'suggest', 'anyon', 'wa', 'play', 'polit', 'issu', 'prefer', 'state', 'issu', 'id', 'card', ""government'"", 'immedi', 'instinct', 'wa', 'authoritarian', 'hi', 'habit', 'nowaday', 'prime', 'minist', 'wa', 'rough', 'mr', 'kennedi', 'mr', 'howard', 'prefer', 'exasper', 'tone', 'suggest', 'believ', 'lib', 'dem', 'onc', 'just', 'miss', 'point', 'apart', 'wa', 'election', 'usual', 'veri', 'question', 'prime', 'minist', 'derbi', ""north'"", 'bob', 'laxton', 'ask', 'effect', 'carri', 'excel', 'polici', 'pour', 'resourc', 'school', 'later', ""birmingham'"", 'sion', 'simon', 'went', 'far', 'suggest', 'tori', 'shower', 'gener', 'elect', 'prime', 'minist', 'blush', 'thi', 'wa', 'appropri', 'place', 'announc', 'elect', 'day', 'stammer', 'anyon', 'ani', 'doubt', 'announc', 'just', 'day', 'away', 'announc', 'come', 'week', 'begin', 'april', 'elect', 'big', 'money', 'common', 'perhap', 'simpl', 'fact', 'alon', 'mean', 'everyon', 'seen', 'play', 'polit', 'just', 'everyth', 'moment']",416,politics,bbc-data/politics/326.txt
1299,Goldsmith denies war advice claim,5,"['attorney', 'gener', 'ha', 'deni', 'hi', 'statement', 'parliament', 'legal', 'iraq', 'war', 'wa', 'draft', 'street', 'offici', 'lord', 'goldsmith', 'lord', 'falcon', 'baro', 'morgan', 'play', 'draft', 'answer', 'answer', 'repres', 'hi', 'view', 'war', 'wa', 'legal', 'wa', 'summari', 'hi', 'advic', 'pm', 'govern', 'ha', 'resist', 'publish', 'advic', 'paper', 'alway', 'kept', 'confidenti', 'statement', 'lord', 'goldsmith', 'wa', 'fulli', 'involv', 'draft', 'process', 'person', 'finalis', 'cours', 'approv', 'answer', 'answer', 'prepar', 'hi', 'offic', 'involv', 'solicitor', 'gener', 'harriet', 'harman', 'hi', 'offici', 'foreign', 'offic', 'offici', 'qc', 'christoph', 'greenwood', 'lord', 'chancellor', 'lord', 'irvin', 'lairg', 'minist', 'offici', 'wa', 'involv', 'ani', 'way', 'suggest', 'claim', 'lord', 'falcon', 'ladi', 'morgan', 'draft', 'answer', 'result', 'mis-transcript', 'hi', 'evid', 'butler', 'inquiri', 'pre-war', 'intellig', 'alway', 'clear', 'set', 'answer', 'genuin', 'held', 'independ', 'view', 'militari', 'action', 'wa', 'law', 'exist', 'secur', 'council', 'resolut', 'answer', 'did', 'purport', 'summari', 'confidenti', 'legal', 'advic', 'govern', 'foreign', 'secretari', 'robin', 'cook', 'lord', ""goldsmith'"", 'admiss', 'hi', 'parliamentari', 'answer', 'wa', 'summari', 'hi', 'legal', 'opinion', 'suggest', 'parliament', 'misl', 'attorney', 'gener', 'present', 'hi', 'answer', 'summari', 'certainli', 'did', 'clear', 'hi', 'statement', 'today', 'doe', 'believ', 'wa', 'accur', 'summari', 'hi', 'formal', 'opinion', 'earlier', 'toni', 'blair', 'dismiss', 'question', 'attorney', ""general'"", 'advic', 'hi', 'parliamentari', 'statement', 'fair', 'summari', 'hi', 'opinion', 'lord', 'goldsmith', 'ha', 'dealt', 'thi', 'time', 'time', 'time', 'mr', 'blair', 'told', 'hi', 'monthli', 'news', 'confer', 'street', 'refus', 'answer', 'question', 'issu', 'question', 'paper', 'alway', 'kept', 'confidenti', 'tori', 'mp', 'michael', 'mate', 'member', 'common', 'intellig', 'secur', 'committe', 'wa', 'butler', 'inquiri', 'told', 'gener', 'rule', 'right', 'absolut', 'rule', 'occas', 'advic', 'publish', 'recent', 'regard', 'princ', ""charles'"", 'marriag', 'plan', 'govern', 'pick', 'choos', 'use', 'convent', 'mr', 'mate', 'thi', 'special', 'occas', 'public', 'advic', 'attorney', 'gener', 'gave', 'prime', 'minist', 'claim', 'lord', 'falcon', 'baro', ""morgan'"", 'involv', 'book', 'publish', 'thi', 'week', 'philipp', 'sand', 'qc', 'member', 'cheri', ""blair'"", 'matrix', 'chamber', 'lord', 'goldsmith', 'warn', 'toni', 'blair', 'march', 'iraq', 'war', 'illeg', 'second', 'resolut', 'sanction', 'militari', 'action', 'short', 'statement', 'lord', ""goldsmith'"", 'posit', 'present', 'written', 'parliamentari', 'answer', 'march', 'just', 'befor', 'crucial', 'common', 'vote', 'militari', 'action', 'did', 'suggest', 'thi', 'minist', 'clare', 'short', 'resign', 'govern', 'iraq', 'war', 'ministeri', 'answer', 'wa', 'statement', 'wa', 'earlier', 'shown', 'cabinet', 'discuss', 'militari', 'action', 'advic', 'attach', 'accord', 'ministeri', 'code', 'demand', 'lord', 'inquiri', 'matter', 'conserv', 'liber', 'democrat', 'want', 'public', 'legal', 'advic', 'given', 'attorney', 'gener', 'lib', 'dem', 'foreign', 'affair', 'spokesman', 'sir', 'menzi', 'campbel', 'lord', ""goldsmith'"", 'statement', 'did', 'clear', 'outstand', 'issu', 'hi', 'origin', 'advic', 'march', 'accept', 'militari', 'action', 'illeg', 'wa', 'resolv', 'ani', 'doubt', 'time', 'parliamentari', 'answer', 'wa', 'publish', 'march', 'onli', 'fullest', 'disclosur']",703,politics,bbc-data/politics/327.txt
